as_of,geo_value,signal,source,time_type,time_value,issue,value,target_end_date
2025-02-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-09,466.0,2025-02-01
2025-02-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-09,528.0,2025-02-08
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-16,5.0,2024-10-19
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-16,6.0,2024-10-26
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-16,10.0,2024-11-02
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-16,4.0,2024-11-09
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-16,5.0,2024-11-16
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-16,4.0,2024-11-23
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-16,10.0,2024-11-30
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-16,13.0,2024-12-07
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-16,24.0,2024-12-14
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-16,41.0,2024-12-21
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-16,148.0,2024-12-28
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-16,294.0,2025-01-04
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-16,247.0,2025-01-11
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-16,245.0,2025-01-18
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-16,378.0,2025-01-25
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-16,466.0,2025-02-01
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-16,537.0,2025-02-08
2025-02-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-02-16,499.0,2025-02-15
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-02-23,5.0,2024-10-19
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-02-23,6.0,2024-10-26
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-02-23,10.0,2024-11-02
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-02-23,4.0,2024-11-09
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-02-23,5.0,2024-11-16
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-02-23,4.0,2024-11-23
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-02-23,10.0,2024-11-30
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-02-23,13.0,2024-12-07
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-02-23,24.0,2024-12-14
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-02-23,41.0,2024-12-21
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-02-23,148.0,2024-12-28
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-02-23,294.0,2025-01-04
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-02-23,247.0,2025-01-11
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-02-23,245.0,2025-01-18
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-02-23,378.0,2025-01-25
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-02-23,466.0,2025-02-01
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-02-23,537.0,2025-02-08
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-02-23,499.0,2025-02-15
2025-02-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-02-23,364.0,2025-02-22
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-02,5.0,2024-10-19
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-02,6.0,2024-10-26
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-02,10.0,2024-11-02
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-02,4.0,2024-11-09
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-02,5.0,2024-11-16
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-02,4.0,2024-11-23
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-02,10.0,2024-11-30
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-02,13.0,2024-12-07
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-02,24.0,2024-12-14
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-02,41.0,2024-12-21
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-02,148.0,2024-12-28
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-02,294.0,2025-01-04
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-02,247.0,2025-01-11
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-02,245.0,2025-01-18
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-02,378.0,2025-01-25
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-02,466.0,2025-02-01
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-02,537.0,2025-02-08
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-02,499.0,2025-02-15
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-02,364.0,2025-02-22
2025-03-05,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-02,278.0,2025-03-01
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-09,5.0,2024-10-19
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-09,6.0,2024-10-26
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-09,10.0,2024-11-02
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-09,4.0,2024-11-09
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-09,5.0,2024-11-16
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-09,4.0,2024-11-23
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-09,10.0,2024-11-30
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-09,13.0,2024-12-07
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-09,24.0,2024-12-14
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-09,41.0,2024-12-21
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-09,148.0,2024-12-28
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-09,294.0,2025-01-04
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-09,247.0,2025-01-11
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-09,245.0,2025-01-18
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-09,378.0,2025-01-25
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-09,466.0,2025-02-01
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-09,537.0,2025-02-08
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-09,499.0,2025-02-15
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-09,364.0,2025-02-22
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-09,278.0,2025-03-01
2025-03-12,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-09,187.0,2025-03-08
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-16,5.0,2024-10-19
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-16,6.0,2024-10-26
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-16,10.0,2024-11-02
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-16,4.0,2024-11-09
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-16,5.0,2024-11-16
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-16,4.0,2024-11-23
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-16,10.0,2024-11-30
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-16,13.0,2024-12-07
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-16,24.0,2024-12-14
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-16,41.0,2024-12-21
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-16,148.0,2024-12-28
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-16,294.0,2025-01-04
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-16,247.0,2025-01-11
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-16,245.0,2025-01-18
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-16,378.0,2025-01-25
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-16,466.0,2025-02-01
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-16,537.0,2025-02-08
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-16,499.0,2025-02-15
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-16,364.0,2025-02-22
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-16,278.0,2025-03-01
2025-03-19,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-16,187.0,2025-03-08
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-23,5.0,2024-10-19
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-23,6.0,2024-10-26
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-23,10.0,2024-11-02
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-23,4.0,2024-11-09
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-23,5.0,2024-11-16
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-23,4.0,2024-11-23
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-23,10.0,2024-11-30
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-23,13.0,2024-12-07
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-23,24.0,2024-12-14
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-23,41.0,2024-12-21
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-23,148.0,2024-12-28
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-23,294.0,2025-01-04
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-23,247.0,2025-01-11
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-23,245.0,2025-01-18
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-23,378.0,2025-01-25
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-23,478.0,2025-02-01
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-23,538.0,2025-02-08
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-23,499.0,2025-02-15
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-23,364.0,2025-02-22
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-23,278.0,2025-03-01
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-23,187.0,2025-03-08
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-23,147.0,2025-03-15
2025-03-26,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-23,118.0,2025-03-22
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-03-30,5.0,2024-10-19
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-03-30,6.0,2024-10-26
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-03-30,10.0,2024-11-02
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-03-30,4.0,2024-11-09
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-03-30,5.0,2024-11-16
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-03-30,4.0,2024-11-23
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-03-30,10.0,2024-11-30
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-03-30,13.0,2024-12-07
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-03-30,24.0,2024-12-14
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-03-30,41.0,2024-12-21
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-03-30,148.0,2024-12-28
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-03-30,294.0,2025-01-04
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-03-30,247.0,2025-01-11
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-03-30,245.0,2025-01-18
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-03-30,378.0,2025-01-25
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-03-30,478.0,2025-02-01
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-03-30,538.0,2025-02-08
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-03-30,499.0,2025-02-15
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-03-30,364.0,2025-02-22
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-03-30,278.0,2025-03-01
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-03-30,187.0,2025-03-08
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-03-30,147.0,2025-03-15
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-03-30,118.0,2025-03-22
2025-04-02,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-03-30,77.0,2025-03-29
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-06,5.0,2024-10-19
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-06,6.0,2024-10-26
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-06,10.0,2024-11-02
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-06,4.0,2024-11-09
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-06,5.0,2024-11-16
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-06,4.0,2024-11-23
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-06,10.0,2024-11-30
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-06,13.0,2024-12-07
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-06,24.0,2024-12-14
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-06,41.0,2024-12-21
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-06,148.0,2024-12-28
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-06,294.0,2025-01-04
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-06,247.0,2025-01-11
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-06,245.0,2025-01-18
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-06,378.0,2025-01-25
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-06,478.0,2025-02-01
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-06,538.0,2025-02-08
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-06,499.0,2025-02-15
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-06,364.0,2025-02-22
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-06,278.0,2025-03-01
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-06,187.0,2025-03-08
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-06,147.0,2025-03-15
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-06,118.0,2025-03-22
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-06,77.0,2025-03-29
2025-04-09,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-06,53.0,2025-04-05
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-13,5.0,2024-10-19
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-13,6.0,2024-10-26
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-13,10.0,2024-11-02
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-13,4.0,2024-11-09
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-13,5.0,2024-11-16
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-13,4.0,2024-11-23
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-13,10.0,2024-11-30
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-13,13.0,2024-12-07
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-13,24.0,2024-12-14
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-13,41.0,2024-12-21
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-13,148.0,2024-12-28
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-13,294.0,2025-01-04
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-13,247.0,2025-01-11
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-13,245.0,2025-01-18
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-13,378.0,2025-01-25
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-13,478.0,2025-02-01
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-13,538.0,2025-02-08
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-13,499.0,2025-02-15
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-13,364.0,2025-02-22
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-13,278.0,2025-03-01
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-13,187.0,2025-03-08
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-13,147.0,2025-03-15
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-13,118.0,2025-03-22
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-13,77.0,2025-03-29
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-13,53.0,2025-04-05
2025-04-16,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-13,39.0,2025-04-12
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-20,5.0,2024-10-19
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-20,6.0,2024-10-26
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-27,2025-04-20,10.0,2024-11-02
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-03,2025-04-20,4.0,2024-11-09
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-10,2025-04-20,5.0,2024-11-16
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-17,2025-04-20,4.0,2024-11-23
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-11-24,2025-04-20,10.0,2024-11-30
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-01,2025-04-20,13.0,2024-12-07
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-08,2025-04-20,24.0,2024-12-14
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-15,2025-04-20,41.0,2024-12-21
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-22,2025-04-20,148.0,2024-12-28
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-12-29,2025-04-20,294.0,2025-01-04
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-05,2025-04-20,247.0,2025-01-11
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-12,2025-04-20,245.0,2025-01-18
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-19,2025-04-20,378.0,2025-01-25
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-01-26,2025-04-20,478.0,2025-02-01
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-02,2025-04-20,538.0,2025-02-08
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-09,2025-04-20,499.0,2025-02-15
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-16,2025-04-20,364.0,2025-02-22
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-02-23,2025-04-20,278.0,2025-03-01
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-02,2025-04-20,187.0,2025-03-08
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-09,2025-04-20,147.0,2025-03-15
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-16,2025-04-20,118.0,2025-03-22
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-23,2025-04-20,77.0,2025-03-29
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-03-30,2025-04-20,53.0,2025-04-05
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-06,2025-04-20,39.0,2025-04-12
2025-04-23,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2025-04-13,2025-04-20,34.0,2025-04-19
2025-04-30,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-13,2025-04-27,5.0,2024-10-19
2025-04-30,ct,confirmed_admissions_flu_ew_prelim,nhsn,week,2024-10-20,2025-04-27,6.0,2024-10-26
